"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002236.1.926375.927148",0,-0.823105563541235,0,-0.801449342386179,0
"CM002236.1.928569.930752",0,0,0,0,0
"CM002236.1.937129.938177",0,0.966766878256319,0,0.849876518095195,0
"CM002236.1.937785.943577",0,0,0,0,0
"CM002236.1.951197.951623",1.5285360171991,1.85365105794807,1.40389461912455,1.80135165861601,1.43352568297205
"CM002236.1.952309.955257",0,0,0,0,0
"CM002236.1.955539.957970",0,0,0,0,0
"CM002236.1.960339.961628",0,0,0,0,0
"CM002236.1.965258.968393",0,-1.22310723186772,0,-1.35600164096669,0
"CM002236.1.969498.974473",-0.926543482025591,-1.1268007768803,-0.748726555763192,-1.37618323446128,0
"CM002236.1.974674.976129",-1.17963621989989,-1.6192608521905,-0.94960150029641,-1.41458125368018,0
"CM002236.1.977121.978622",0,0,0,0,0
"CM002236.1.978694.980576",0,0,0,0,0
"CM002236.1.980459.980551",0,0,0,0,0
"CM002236.1.980956.982105",0.871840717381899,0,0,0.923865909660394,0
"CM002236.1.983861.987884",0,0,0,0,0
"CM002236.1.988180.988251",0,-1.92634051463941,0,0,-1.95328217735879
"CM002236.1.988543.989478",0,0,0,-0.79861387591435,0
"CM002236.1.991776.993756",0,0,0,0,0
"CM002236.1.996276.1000626",0,0,0,0,0
"CM002236.1.1002283.1002378",0,0,0,0,0
"CM002236.1.1002514.1006983",0,0,0,-0.887471357199646,0
"CM002236.1.1008854.1010430",0.973532191789969,1.12594649054629,0.895584169252015,1.28027296570426,0.948176709328631
"CM002236.1.1014236.1016969",-1.06390705425661,-1.04665211498155,0,-1.08516921755101,0
"CM002236.1.1016976.1018546",0,0,0,-0.935180806172169,0
"CM002236.1.1019424.1021505",-0.893388649284184,-0.798113349218541,0,-1.20600346694265,-1.00978363011296
"CM002236.1.1022194.1024977",0.953481831162655,0.920953258995657,0.780930702076617,1.07381368816832,0.945477790412147
"CM002236.1.1031189.1031840",0,0,0,0,0
"CM002236.1.1033948.1037601",0,-0.848697258597081,0,-0.830069743928601,0
"CM002236.1.1038404.1040827",0,0,0,0,0
"CM002236.1.1040527.1042071",0,0,0,0,0
"CM002236.1.1042246.1045920",0,0,0,0,0
"CM002236.1.1043584.1046396",0,0,0,0,0
"CM002236.1.1048322.1050458",0,0,0,0,0
"CM002236.1.1050814.1052780",-1.04268117187967,-1.15538525678318,-0.773556143994988,-1.50208984028588,0
"CM002236.1.1053692.1056629",0,0,0,-0.801120307047571,0
"CM002236.1.1056827.1058196",0,0,0,0,0
"CM002236.1.1058024.1059163",0,0,0,0,0
"CM002236.1.1059591.1061748",0,0,0,0,0
"CM002236.1.1062037.1063387",0,0,0,0,0
"CM002236.1.1063533.1064640",0,0,0,0,0
"CM002236.1.1064555.1067144",0,0,0,0,0
"CM002236.1.1067738.1071303",0,0,0,0,0
"CM002236.1.1071692.1074448",0,0,0,0,0
"CM002236.1.1074707.1077243",0,-0.723060269560553,0,0,0
"CM002236.1.1077393.1078727",0,0,0,0,0
"CM002236.1.1078878.1082251",0,0,0,0,0
"CM002236.1.1082254.1083421",0,-0.865752324148589,0,-0.861815044658503,0
"CM002236.1.1084077.1086418",0,-0.707182382319459,0,-0.666936804042734,0
"CM002236.1.1087389.1089342",-0.895954256838091,-1.09567346341552,0,-1.26001352290903,0
"CM002236.1.1090818.1091136",0,0,0,0,0
"CM002236.1.1094588.1097657",0,0,0,0,0
"CM002236.1.1100619.1101246",0,0,0,0,0
"CM002236.1.1104930.1105465",0,0,0,1.01095330266766,0
"CM002236.1.1106803.1109214",0,0,0,0,0
"CM002236.1.1116621.1119823",0,0,0,0,0
"CM002236.1.1120539.1123500",0.747599600269664,0,0,0,0
"CM002236.1.1124281.1127129",0,0,0,0,0
"CM002236.1.1126295.1129113",0,0,0,0,0
"CM002236.1.1130486.1134042",0,0,0,0,0
"CM002236.1.1135056.1136630",0,0,0,0,0
"CM002236.1.1138023.1138973",0,0,0,0,0
"CM002236.1.1139487.1145597",0,0,0,0,0
"CM002236.1.1146408.1150161",0,0,0,0,0
"CM002236.1.1149306.1150509",1.15227530918967,1.88960264997921,1.37048805757092,1.48088246723103,1.31791533227941
