"","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002236.1.187201.187500",-0.347445172017912,-0.521645262419184,-1.05431502026093,-0.115157557952746,-1.56446852374364
"CM002236.1.188101.188400",-0.864120541139302,-0.938724917299812,-1.13344352563739,0.37628229834977,-1.36444320858183
"CM002236.1.188401.188700",-0.625429856668051,-1.05824556207452,-0.781479350738108,0.144098657422873,-1.50031817085619
"CM002236.1.188701.189000",-0.568053994216621,-0.33854797700621,-0.799504225388774,0.452942423101835,-2.33204396115102
"CM002236.1.189001.189300",-0.425268201330571,-0.581869172700471,-0.64948859116858,0.376031548974854,-2.18689120203535
"CM002236.1.189301.189600",-0.371260073316612,-0.729951711171255,-0.770450905812268,0.490122742313711,-1.4843602081467
"CM002236.1.189601.189900",-1.08805052756717,-0.724178838929141,-1.67845113317409,0.181720448780187,-1.73545315226823
"CM002236.1.189901.190200",-1.21464859348669,-1.42202831067446,-2.22891454126287,-0.0468252025756048,-1.68806360978249
"CM002236.1.190201.190500",-1.04999088080978,-1.06912359068341,-1.81345641336061,0.368599776387339,-1.96535135015834
"CM002236.1.190501.190800",-0.981983983289298,-1.17227237845623,-1.61455952073617,-0.156298181322524,-1.71190211151978
"CM002236.1.190801.191100",-1.39333040245608,-1.40688435205487,-2.64086300099193,-0.600191655877987,-2.01105271423096
"CM002236.1.193501.193800",-1.34191291268963,-1.33805007313867,-2.16715941820628,-1.52583638263497,-1.21382936149927
"CM002236.1.195301.195600",-1.91453715434417,-2.13888311666185,-2.11641877107466,-0.274578431997961,-1.04417868325871
"CM002236.1.195601.195900",-2.26191207072976,-2.65257152557028,-2.89153259723826,-0.490700046777625,-2.01727307447183
"CM002236.1.195901.196200",-1.64304533998396,-1.81154993738469,-2.25433054972304,-0.601068480408355,-1.86888796869661
"CM002236.1.208801.209100",-1.12421592583544,-1.3596210134443,-2.07072710579018,-0.780520770109353,-2.14143453403543
"CM002236.1.210601.210900",-1.0866093562194,-0.803844331751386,-1.33510383256837,0.0758103705113014,-1.59347934839246
"CM002236.1.210901.211200",-1.01545191068649,-1.08622634554592,-2.37958783743461,0.229821339305415,-0.99346194503786
"CM002236.1.211201.211500",-1.83863703553874,-2.21512562298363,-3.69986808283128,-0.753737451399657,-1.92885560680898
"CM002236.1.211501.211800",-1.25582573906459,-1.86886913027933,-2.9068514974846,-0.175662624214142,-1.50650594076234
"CM002236.1.211801.212100",-1.14027651284682,-1.58367209020211,-2.78697412219961,0.136228586562775,-2.01371572212103
"CM002236.1.212101.212400",-0.934594684488365,-1.2798960238477,-1.95103239200884,-0.0401743518294006,-1.58475804261359
"CM002236.1.212401.212700",-1.24793515019045,-1.09919868561341,-1.64031220413545,-0.109003366684726,-1.68258533428927
"CM002236.1.212701.213000",-0.392640144574195,-1.26258443178167,-2.55058381244262,0.126067182272216,-0.507939437145607
"CM002236.1.214201.214500",-1.04380225058486,-0.971301953089716,-2.00128743893095,-0.168702253698651,-0.980299294647204
"CM002236.1.214801.215100",-0.837528924739008,-0.75812876169142,-1.56606340472182,-0.438888044399561,-1.91345380278621
"CM002236.1.215101.215400",-0.624799387989784,-0.485199708190947,-0.792414598206093,0.526183788198558,-1.66055340527531
"CM002236.1.215401.215700",-0.430348777477972,-1.01672893250279,-1.36195055291851,-0.193481368918701,-2.0014916598752
"CM002236.1.215701.216000",-0.668140527434422,-0.606128010695023,-0.814220974784551,0.0142430044371604,-1.49461511761363
"CM002236.1.216001.216300",-0.349116564127005,-0.134718798489434,-0.943995673054795,0.223072549370805,-1.56233917004923
"CM002236.1.216301.216600",-0.531020950745546,-0.357169672278374,-0.747250634195933,0.0957168206578221,-1.97942220762648
"CM002236.1.216601.216900",-0.568198870765212,-0.843033269543275,-1.15794485963291,0.017508763716622,-2.61563277977637
"CM002236.1.216901.217200",-0.494041676974037,-0.53602098316795,-0.830288225420977,0.370656574449177,-1.79605712205111
"CM002236.1.217201.217500",0.0804035109135809,-0.278008735276119,-1.08799446385389,0.293772858523364,-2.20205852295699
"CM002236.1.217501.217800",-0.368196717256045,-0.154271425046783,-0.905104985931639,0.00936941874470147,-2.36640952805105
"CM002236.1.217801.218100",-0.721895706305072,-0.852993579604646,-1.28782795661903,0.318734840273507,-2.02483566643746
"CM002236.1.218401.218700",-0.830163945839,-0.626035831644773,-1.05877389727303,0.129154255614423,-2.0247454937772
"CM002236.1.219001.219300",-0.142860006821908,-0.50666949764264,-1.25057988132875,0.376291917527841,-1.56173710528796
"CM002236.1.220501.220800",-0.25795981617801,-0.462426071283653,-0.800938667727326,0.576252634824167,-1.99271913936732
"CM002236.1.221101.221400",-0.166043917698009,-0.249792426612541,-0.753908548218224,-0.00198491610757111,-1.97884620785161
"CM002236.1.221401.221700",-0.167693124316546,-0.301617998931654,-0.754237701168056,0.378724368732809,-1.92797986243422
"CM002236.1.222001.222300",-0.0342146923661611,-0.360680520309214,-0.956664645198711,0.283151295459386,-2.02986329046722
"CM002236.1.222301.222600",0.20138299352253,-0.0906377569176804,-0.0880044333809991,0.518460814434602,-1.45533615768236
"CM002236.1.222601.222900",-0.562669928252718,-0.189983395346932,-0.655922921764914,-0.0808178960599009,-1.99686619762553
"CM002236.1.222901.223200",0.331431716809575,-0.127509229638398,-0.0477712264500332,0.0246592942326284,-1.76805677406373
"CM002236.1.223201.223500",-0.514462293446318,-0.517811759999831,-0.273710171543282,0.158470588067622,-2.15913557677959
"CM002236.1.223501.223800",-0.229013871234756,-0.118017009036654,-0.431588016484809,-0.151843839727699,-1.72446697925696
"CM002236.1.223801.224100",-0.323618580030753,0.114048849811893,-0.376498606076216,0.237965433912497,-1.41794155844568
"CM002236.1.224701.225000",0.353207876382461,0.236221372574934,0.307099452308744,0.568415901201979,-1.79367387857613
"CM002236.1.231301.231600",0.909543556353968,1.33239704157042,1.0831898700011,0.679521144782898,2.65383341802458
"CM002236.1.231601.231900",0.161137759791365,0.508464535355674,0.458791569775647,0.586428672853193,1.30117517060362
"CM002236.1.240901.241200",-0.145866155756028,0.020197540848413,-0.343628140512462,-0.019622913258489,-1.78473848235306
"CM002236.1.241201.241500",-0.312072887541813,-0.329461099431419,-0.139748864838148,0.166684802124059,-1.67576930608995
"CM002236.1.241501.241800",0.093592928531454,0.354501434857563,0.275761554513984,1.01042835208289,-1.61927980658729
"CM002236.1.242701.243000",-0.24567554823903,-0.214718119472978,-0.754846920680873,-1.12000955319674,-1.42720293122774
"CM002236.1.243001.243300",-0.543233447733665,-0.407192888837437,-0.612382193205744,-0.111841350652109,-1.87032969315268
"CM002236.1.243301.243600",-0.155670815884961,-0.0606698019203967,-0.14207604698391,0.208832194301386,-1.40055425556047
"CM002236.1.243601.243900",-0.0955998368101526,-0.274386450966641,0.0398511488931603,0.55346273629699,-1.84351236526836
"CM002236.1.243901.244200",0.476854546663097,0.132723561870712,0.317033900567611,0.212566392382985,-1.28716300247422
"CM002236.1.245401.245700",-0.493613065371739,-0.397231329001934,-0.035546941645121,-0.0823322588308393,-1.2747961260153
"CM002236.1.245701.246000",-0.199091326263624,-0.316496253788531,-0.68613239591817,0.20966019504539,-1.7721659568182
"CM002236.1.246001.246300",-0.231606845840577,-0.0650202496751745,-0.399143290229547,0.361917093781197,-2.01820452154897
"CM002236.1.246301.246600",-0.525792229249604,-0.478990833173004,-0.482043187137275,-0.0397398339904974,-2.13460905670005
"CM002236.1.246601.246900",-0.852626026582264,-0.48091489804163,-0.807459775961417,-0.471639224851719,-1.72542499091352
"CM002236.1.246901.247200",-1.24829171822148,-1.50707609584036,-1.01802627448996,-0.445854182767612,-2.15818552237481
"CM002236.1.247201.247500",-0.642224489620688,-0.824682683265474,-0.712753181963056,-0.152952047731022,-2.32272974918523
"CM002236.1.247501.247800",-0.275047072458064,-0.635277278412413,-0.45734384189678,0.611455295109928,-1.80400667612522
"CM002236.1.247801.248100",-0.163156680887847,-1.0679119757498,-1.01621086888765,0.070351297523472,-2.19550388043852
"CM002236.1.248101.248400",0.0658831715988191,-0.131888504870739,-0.245337729274945,0.519912405118142,-1.96070808663414
"CM002236.1.248401.248700",-0.157826284116535,-0.489273378187426,-0.813296492250512,0.451318979098853,-2.43309225935488
"CM002236.1.248701.249000",0.161654346199516,-0.207239080346732,-0.135875736591992,0.14517901030073,-1.68153398501303
"CM002236.1.249001.249300",-0.351411009718874,-0.549583246651878,-0.385114160172281,-0.0215167804244916,-1.34938988528231
"CM002236.1.249901.250200",-0.0817002351395361,0.438112908842263,0.0181746108500065,0.67444302381052,-1.35997761190608
"CM002236.1.250201.250500",0.342959347262185,-0.260522387326023,-0.0508420549231102,0.456384157078725,-1.29299813760734
"CM002236.1.250501.250800",-0.377635923975798,-0.258700270683041,-0.621198622965057,0.317739967893276,-1.30543832713347
"CM002236.1.250801.251100",0.375429348881831,0.396330486178318,-0.151630828416803,0.466435697955169,-1.56205452706266
"CM002236.1.251101.251400",-0.194715553609471,-0.442076101872179,-0.479814427263773,0.0573887671697539,-2.16896370570636
"CM002236.1.252601.252900",-0.305715432287744,-0.449178343464152,-0.75066512490573,-1.48288514329244,-1.4263486549615
"CM002236.1.255001.255300",-0.249503038315453,-0.0420693986971511,0.0724337315139832,0.281972650569514,-1.45554820854457
"CM002236.1.257101.257400",-0.681980998074087,-0.788621358756567,-1.07206616879256,-0.26505881069536,-1.36148216885052
"CM002236.1.257401.257700",0.113556368690558,-0.193559696127128,-0.551721693300728,0.0112771937455605,-2.24478148429723
"CM002236.1.257701.258000",-0.255538741846947,-0.629924495925475,-0.964705517495561,-0.407705046706946,-1.96675010758488
"CM002236.1.258001.258300",-0.0551837489521308,0.0943406510248647,-0.438094097083501,-0.16337911260226,-2.23048493585176
"CM002236.1.258301.258600",-0.288529328466768,-0.58444983485638,-0.227605865954396,0.304046380003588,-1.76494011256353
"CM002236.1.258601.258900",-0.0462769791764508,0.291898092625076,-0.943327321241452,0.410586916717929,-2.03506712153158
"CM002236.1.258901.259200",-0.237047536598524,-0.264696777068394,-0.716177413161401,0.0655671770322207,-1.58560552006325
"CM002236.1.259201.259500",-0.580295664802284,-0.24989001415309,-0.917978693294256,0.101724484196583,-2.33462481610844
"CM002236.1.259501.259800",-0.452034454443869,-0.41040067856139,-1.13980416702052,-0.194131338238894,-1.98636344785996
"CM002236.1.259801.260100",-0.366817750404634,-0.365017262233346,-0.995444095336849,0.00701346459676311,-1.76332937692002
"CM002236.1.260101.260400",-0.554628535624016,-0.642672944763463,-1.17990899822808,-0.256941023972018,-1.840402124964
"CM002236.1.260701.261000",-1.17901184978878,-0.778396990955341,-1.74474761656598,-0.110344986571778,-2.07564564404777
"CM002236.1.261001.261300",-0.369781538152335,-0.632286510169159,-1.11781261819015,0.335380400947063,-1.9204307773517
"CM002236.1.261301.261600",-0.806819565842788,-0.815843125421327,-1.4125900665356,0.219061533134541,-2.43872375105692
"CM002236.1.261901.262200",-0.656328261153777,-0.755315049949056,-1.66563453765379,-0.110015540380784,-2.2940627190448
"CM002236.1.262201.262500",-0.392568143212808,-0.728677091769359,-1.64808223723362,0.0205345244682644,-1.58643649131082
"CM002236.1.262801.263100",0.167443351346044,-0.223968775304057,-1.22839634456901,0.402945878233198,-1.65015945575152
"CM002236.1.263401.263700",-0.667364051218064,-0.399003880325809,-1.4307439369852,-0.250366610104926,-1.43338979820849
"CM002236.1.263701.264000",-0.861949779753425,-0.109471933224755,-1.23585107238303,0.0473839239084088,-1.85492083088171
"CM002236.1.264001.264300",-0.395393387872946,-0.262696587336774,-0.946729585871223,-0.411531950855396,-2.1270951069434
"CM002236.1.264301.264600",-0.182241765981264,-0.202826185942758,-0.728437827631699,0.165717532698763,-1.63757661755038
"CM002236.1.264601.264900",-0.259390171540304,-0.235652482892724,-0.937038093987403,0.0236274634635428,-1.62962582307605
"CM002236.1.264901.265200",0.104340377859042,-0.344296087908532,-0.709069053286772,0.466258148131429,-2.03313705194918
"CM002236.1.289501.289800",-0.741614195400684,-0.468783870237622,-1.88836096404798,-0.369380642120973,-1.69465392917276
"CM002236.1.290101.290400",-0.671086918582418,-0.306069571689577,-1.93046656112635,-0.430400311248281,-2.31424418194184
"CM002236.1.290401.290700",-0.0904518247937313,-0.101303128318464,-2.41924920064396,-0.12620777152443,-2.1465523900293
"CM002236.1.290701.291000",-0.499534692686396,-0.553872550735301,-1.89697423776971,-0.0642676409502544,-2.47822303814377
"CM002236.1.291001.291300",0.0480519742090143,-0.0859699617454201,-1.16276611503732,0.0290614084092238,-2.15408681540901
"CM002236.1.291301.291600",-0.639629362207489,-0.623568888427526,-2.07961132534599,0.223828838837244,-2.04424912423602
"CM002236.1.291901.292200",-0.333786502631889,-0.54334506934591,-1.45138390258567,0.626614673914513,-1.89997148046063
"CM002236.1.292801.293100",-1.15998908677728,-1.07653000056912,-1.39983565718457,-0.379084808543989,-2.15133853196348
"CM002236.1.293401.293700",-0.853376765182957,-1.29104683146646,-1.27010452809406,1.44343945544407,-2.7168034098444
"CM002236.1.293701.294000",-0.94021012624791,-0.649378382605357,-0.766153167456173,0.0964664126006367,-1.68195492466388
"CM002236.1.295801.296100",-1.76601765723183,-1.57761756689438,-3.51825893036873,-1.18922111010881,-0.993444305978898
"CM002236.1.296401.296700",-1.68552554709719,-1.89369712218543,-2.22837198268502,-0.276806888172843,-2.17095960087464
"CM002236.1.296701.297000",-1.27110744702504,-1.19872967807015,-2.30023454349761,0.411837109986929,-2.06200823859061
"CM002236.1.297901.298200",-0.963420342419984,-0.695624459108536,-1.47442699789525,-0.242439063476574,-2.10971799928572
"CM002236.1.298201.298500",-0.579316090951546,-0.74551149610525,-1.89912629850817,0.191558848538784,-2.10755934901462
"CM002236.1.298501.298800",-1.01684886642103,-1.04426056070135,-1.54263747833914,-0.132866202610701,-1.91870658545377
"CM002236.1.298801.299100",-0.805226781839961,-0.999253220431565,-1.05263964407967,0.792661465038573,-1.86012470230512
"CM002236.1.299101.299400",-0.602451414682579,-1.02193102631799,-1.80984344729276,0.0179909318019971,-1.93655380565877
"CM002236.1.299401.299700",-0.530717451420705,-0.305201699253219,-1.16340989715162,0.849515728129363,-2.02321101056692
"CM002236.1.299701.300000",-0.694256637469094,-0.568683065465513,-1.21381734529063,0.209028375640867,-2.73607109393198
"CM002236.1.300001.300300",-0.326132270546102,-0.210719628869681,-1.1473214513665,0.00486992471302077,-2.047016312074
"CM002236.1.300301.300600",-0.628969244333611,-0.413173512016887,-0.876503609136917,0.236217986259911,-2.6686375701521
"CM002236.1.300601.300900",-0.410915515168078,-0.59502112493363,-0.767824430860349,0.854035857421577,-1.75869304211731
"CM002236.1.300901.301200",0.291523681486494,0.0357040728500524,-0.562638215178285,0.366234517828697,-2.15937533012491
"CM002236.1.301201.301500",0.0276785672158798,-0.0945630141766991,-0.912165437966756,0.617955263913853,-1.88674254633917
"CM002236.1.301501.301800",-0.377541769119498,-0.624615819234996,-0.922500291899291,0.0108153106651687,-2.52727943036797
"CM002236.1.301801.302100",-0.674470285648574,-0.31209380614396,-0.98722700158154,0.604544820641278,-1.71128220943683
"CM002236.1.302101.302400",-0.655631184904835,-0.811411363180789,-1.48749776683972,0.0608184939248219,-2.5439815240095
"CM002236.1.302401.302700",-0.579029598342368,-0.926212951689055,-0.782403122059811,-0.145050060775272,-1.69518245047587
"CM002236.1.302701.303000",-0.818359337271348,-0.748235062979765,-0.790819397461156,0.465614504523196,-2.41038204666252
"CM002236.1.303001.303300",-0.0341186259900517,-0.711821305139868,-0.799003966936347,-0.0648360399141892,-2.21587175508325
"CM002236.1.303301.303600",0.255592954968266,0.0304778083063507,0.452533901117405,1.09601391200909,-2.23242964936892
"CM002236.1.303601.303900",-0.560791757371122,-0.211293013057736,-0.375914474615122,0.508902061657697,-1.95263446889401
"CM002236.1.303901.304200",-0.17096890587285,-0.311731991957247,0.0448417373427719,0.0149838176363512,-1.91531092407859
"CM002236.1.304201.304500",0.136644746676004,-0.418303483312235,-0.01009078103047,0.0863054838072442,-2.46231855163648
"CM002236.1.304501.304800",-0.0589496253429272,0.0156491865455925,0.115967911719543,0.0297439283481485,-1.89582936095995
"CM002236.1.313801.314100",-0.705516147089107,-0.606252343092203,-0.171541600074069,0.00735880614379415,-1.24227837840295
"CM002236.1.314701.315000",-0.173376944434615,-0.510545755072069,-0.352987253721663,0.205042102577315,-1.80527824203898
"CM002236.1.315901.316200",-0.361378571898442,-0.479554565937282,-0.660297514662138,-0.0204581187911058,-2.43043217175446
"CM002236.1.316201.316500",-0.412003787131309,-0.694329604474465,-0.73921216480568,-0.0608049864879639,-1.64488813380762
"CM002236.1.316501.316800",-0.661410261021233,-0.98460381425759,-1.18630673247664,0.0187179060258063,-2.20546600955622
"CM002236.1.316801.317100",-0.593721780501098,-1.0917396497155,-1.1292593243349,0.142191267270585,-1.98182292592462
"CM002236.1.317101.317400",-0.800109651328593,-0.773781105118972,-1.29073459130217,0.299786494070502,-2.20500412251528
"CM002236.1.317401.317700",-0.970647511698931,-0.553203266877518,-1.25452606229462,0.0915738625210219,-2.00646790634683
"CM002236.1.318001.318300",-0.458873179003935,-0.827281175291001,-1.06908186800478,0.517325731485639,-2.69285393879609
"CM002236.1.318301.318600",-0.73611302398761,-0.605385916864392,-0.593996654292498,0.426959408138652,-1.96968263953213
"CM002236.1.318601.318900",-1.31776837543519,-0.860997174317151,-1.10303959426482,-0.253424688353768,-2.21234145941109
"CM002236.1.318901.319200",-0.342843228724757,-0.057160518025342,-0.662376846106572,0.0660908682494977,-1.34683653783582
"CM002236.1.319201.319500",-0.130185292052918,-0.080746566405645,-0.646328056892297,0.444507578340599,-1.38749390994398
"CM002236.1.320401.320700",-0.885176345181883,-0.736984638294679,-0.768577472388384,0.265305778024534,-1.47408247013414
"CM002236.1.320701.321000",-0.663902416023894,-0.525985216104746,-0.816829592860901,-0.0131416914413185,-1.57185957992337
"CM002236.1.321001.321300",-0.599329596557014,-1.13037111341074,-0.324701138354723,0.269698999265008,-2.12377513794188
"CM002236.1.321901.322200",-0.660496774723708,-0.830566562695717,-0.501671650585242,-0.591341098462043,-1.36544238551367
"CM002236.1.322501.322800",-0.652529172864624,-0.617688424445225,-0.901139025189354,-0.0539545729097537,-2.22734000691184
"CM002236.1.323101.323400",-0.14951588361269,-0.687163637786323,-0.475516730094553,-0.592740826927369,-1.80509046158728
"CM002236.1.329101.329400",-0.428358941077003,-1.02784079091895,-0.646378281343556,-0.0856010384140948,-1.43056634601662
"CM002236.1.329701.330000",-0.655451792140074,-0.434079754353116,-1.04703919137215,-0.136601951750401,-1.84925901508205
"CM002236.1.330001.330300",-0.453729703639968,-0.571630617408933,-0.608772020386541,-0.0150806023547321,-2.64643023426861
"CM002236.1.330301.330600",-0.800373031274595,-1.05665634682195,-0.880655531240202,-0.342669728211922,-2.40893722656078
"CM002236.1.330601.330900",-1.07855001125745,-0.940963494172346,-0.47090622970799,0.337565059063964,-1.79093922430844
"CM002236.1.331201.331500",-0.666845134622903,-0.391520580631816,-0.757907703830819,0.0246685201304207,-1.93127489662285
"CM002236.1.331501.331800",-0.669849276968397,-0.835241421575223,-0.712219719607825,0.0951249054106417,-2.14051204926163
"CM002236.1.331801.332100",-0.200055671132374,-0.217044547568642,-0.485411908436276,0.201139302017124,-1.39368315532655
"CM002236.1.332401.332700",-0.0671993595350757,-0.1709149228308,-0.298584566392561,0.587271723545209,-1.24620158625632
"CM002236.1.334201.334500",-0.723313113302063,-1.38647048611391,-0.698000431416798,0.12775433450834,-1.24956268710479
"CM002236.1.337801.338100",0.637017390756649,0.672910227375099,0.763572903831293,0.646824625149118,1.17081296701113
