"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7"
"CM002238.1.399176.399894",-2.19009329179765,-2.10944936515399,-1.85040532832239,-1.83555108849733,-1.42491272193122
"CM002238.1.401170.401661",-2.17371522881706,-1.77052071385209,-2.2140896287313,-2.45248231032749,-1.98528551189266
"CM002238.1.402180.403426",-0.81491542693025,0.874959880383586,0,-1.34502666362405,0
"CM002238.1.425597.426575",-2.19938443646424,-2.45633549554549,-1.67474219542818,-1.93567209434839,-1.18783836051835
"CM002238.1.427249.428547",-2.19991789023678,-2.04572824108397,-1.95108046820506,-2.38928177871412,-1.6947943189536
"CM002238.1.429336.430124",-1.73206589937399,-2.00078007197138,-1.77846638961741,-2.02108514715191,-1.24353648480239
"CM002238.1.448519.449458",-2.23254494737012,-2.21488941050799,-1.83752407711945,-2.12648244201346,-1.62302437626007
"CM002238.1.449716.452595",-2.28099184142463,-2.31398887330294,-2.00610556361724,-2.24730510845971,-1.74352437999341
"CM002238.1.453711.454278",-1.65122352542405,-2.00539101131216,-1.7948479351159,-1.73509696630741,-1.42134312832579
"CM002238.1.454998.455457",-2.02285460103961,-1.83185115675589,-1.52386915857211,-1.80793589034839,-1.47776884597909
"CM002238.1.456204.456978",-2.06571007924956,-1.53562236696415,-1.66046039207934,-1.64840516603635,0
"CM002238.1.458930.459470",-1.74102940261829,-2.36754697219671,-1.23236870567311,-1.96461576979282,-0.96159118812189
"CM002238.1.555278.557222",-2.29153392377323,-2.23564592038437,-1.92613007502562,-2.36926759588034,-1.72972178477435
"CM002238.1.4573917.4575576",-1.93258200679476,-1.96904946522274,-1.63670554153483,-1.61725334843814,-1.29199088885407
"CM002238.1.4606354.4606862",-1.49756769678848,-1.85766606362708,-1.34306274601897,-1.31905422570503,0
"CM002238.1.4626604.4626922",-1.70130741470623,-2.41593283583907,-1.86925586443936,-2.32978377930795,-1.77586224974784
"CM002238.1.4631534.4633728",-2.1471833963597,-2.12893435693118,-1.60048329715575,-2.04717416741162,-1.68221804386273
"CM002238.1.4634181.4636013",-1.94598845916633,-2.11960748354155,-1.95026077373998,-2.05096689460351,-1.98615735431135
"CM002238.1.4638294.4639296",-1.69175352518866,-1.74211808669522,-1.78979853839265,-1.8759254732761,-1.16073141090238
"CM002238.1.4640145.4641315",-1.84334966032878,-2.23063039016016,-1.74542211871135,-2.26325460028347,-1.6963805890588
"CM002238.1.4644660.4645491",-1.97584981322317,-2.45436834983987,-1.98522649508366,-2.2551959855001,-1.58847005476585
"CM002238.1.4646676.4647252",-1.85187752932008,-2.2114226745044,-1.78436660069375,-1.99841611775801,-1.27375116187416
"CM002238.1.4648489.4649239",-2.16824605409347,-1.65056703576212,-1.62234517682929,-1.74884015926021,-1.30541072040809
"CM002238.1.4649975.4652197",-2.16110619478719,-2.18953875868323,-1.81647769075788,-2.20423172444795,-1.6360229242748
"CM002238.1.4652961.4654746",-2.12402147835445,-2.26936452890473,-1.70909136440431,-2.31965180291577,-1.71512031939392
"CM002238.1.4655559.4656093",-1.82345471743803,-2.18267626089208,-1.15572659992705,-1.89726323247365,-0.797325374437885
"CM002238.1.4657090.4658449",-1.6346965502313,-2.20121517032409,-1.47838589540895,-2.32941904871723,-1.47381568544387
"CM002238.1.4673730.4674312",-1.83114110142031,-1.68692241158036,-1.54879063474244,-1.5691519082079,-1.15693131283184
"CM002238.1.4675408.4676370",-2.14614964694021,-2.01902279317293,-1.60138088142755,-2.13620898250699,-1.71031051637452
"CM002238.1.4676767.4677879",-1.78532328797001,-1.89993341353122,-1.41487695932397,-2.07284742372076,-1.61158721852374
"CM002238.1.4680232.4682796",-2.46040844175202,-2.33243219585522,-1.72130190262148,-2.12240149697955,-1.63425801272271
"CM002238.1.4683041.4684305",-2.03735331237137,-2.1549886346729,-1.57392823254475,-1.91630838549784,-1.35396038236555
"CM002238.1.4724182.4724256",-2.21332988766186,-2.08348796840175,-1.33642482008895,-1.17266307145247,-2.38231293716053
"CM002238.1.4725646.4726429",-1.83360092607879,-2.20107411680256,-1.52503255690433,0,-1.31506645015492
"CM002238.1.4726808.4727471",-1.60323943296517,-1.88437373937928,-1.49460453642029,1.08158344872077,-0.745338484302983
"CM002238.1.4732541.4733660",-2.03116303347031,-2.42574906939147,-1.58333587052161,-2.09207157848186,-1.48541218025565
"CM002238.1.4735925.4738698",-2.2627112201272,-2.10469450340542,-2.03306029218334,-2.48306341155833,-1.70981469247117
"CM002238.1.4740151.4742400",-2.25186765851594,-2.4884061610312,-1.98979638784692,-2.19871855221577,-1.84645673273015
"CM002238.1.4743261.4743806",-1.6796494902849,-2.32824643144669,-1.54879157154466,-1.59118197302972,-1.49563818289594
"CM002238.1.4744492.4745995",-2.01893753739191,-2.36066644184606,-1.56811005600024,-1.98422914419145,-1.59560605808444
"CM002238.1.4748855.4749347",-1.87392957990616,-2.06957480300643,-1.70165735654426,-1.75193544161107,-1.21660848217588
"CM002238.1.4752018.4752486",-1.99685421970061,-2.17977701467605,-1.34865261614301,-2.08589622869496,-0.83881947027043
"CM002238.1.4754827.4756339",-1.84364918587978,-2.18625429375581,-1.73451276663908,-2.22523092014337,-1.88321463805531
"CM002238.1.4757558.4758706",-1.82507621706941,-2.09785915159002,-1.8712327506295,-2.15104048392075,-1.7540628930679
"CM002238.1.4759636.4760743",-2.93404984308158,-2.44744536743401,-2.15120592049782,-2.45707712416246,-2.34374094262066
"CM002238.1.4761940.4764324",-2.25306621004833,-2.34464358607211,-1.99870943921665,-2.5692682724929,-1.79484852538197
"CM002238.1.4764576.4766164",-1.87755457016439,-2.33052853883006,-2.06626236874886,-2.15875830447685,-1.72215655373368
