"","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002239.1.254101.254400",-0.205923897443125,-0.170730854909601,-0.253848115444637,-3.80969234419312,-0.215862604781397
"CM002239.1.254401.254700",-0.00654882191957378,-0.157681977643505,0.0124098644724164,-2.69414543106563,0.0349227003629687
"CM002239.1.283801.284100",-0.314526654429147,-0.681219894893933,-0.896965324475122,-0.575953441229202,2.02553585408975
"CM002239.1.284101.284400",0.0138173609055675,-0.848072376377746,-1.28261116366699,-1.16292210296631,1.99728488048311
"CM002239.1.294601.294900",0.0651335132309289,0.132339881942097,-1.9638632681856,-2.33789786371803,0.772238984509744
"CM002239.1.294901.295200",-0.358788882558784,0.128778751661157,-1.72992881615579,-2.18231431607719,0.703642406025145
"CM002239.1.307501.307800",-2.17001682094656,-3.01533474561254,-3.7712935253871,-2.90685616537298,-0.567962798584856
"CM002239.1.307801.308100",-1.41610439584174,-2.58734673526988,-3.23003912708119,-2.81102663140762,-0.537533195898617
"CM002239.1.312301.312600",-3.28366058563435,-4.38623286994784,-3.69465692653965,-4.33534647228762,-1.17939016771322
"CM002239.1.312601.312900",-3.09542501116886,-3.00722146404339,-4.9175829707023,-4.07914920393022,-1.17456194178477
"CM002239.1.314701.315000",-3.19121902282096,-3.35984142304845,-3.9965023335666,-3.05879728384408,-0.375172665750113
"CM002239.1.315001.315300",-2.52414586615435,-2.53421505394679,-4.16509968254543,-4.13032620816956,0.196003253737512
"CM002239.1.317701.318000",-1.1094124085284,-1.48939994360631,-2.69599919790983,-1.99993565528684,0.333320182210182
"CM002239.1.318001.318300",-1.17507749598832,-0.785395865212196,-2.20246232012632,-2.93297737970322,0.197642114598025
"CM002239.1.320101.320400",-0.93739741765693,-0.307347084314738,-0.905512547510357,-3.82178430769457,-0.613510648530675
"CM002239.1.320401.320700",-0.455520422228161,-0.339447560551184,-0.525212646889869,-3.72413152478206,-0.930846156932935
"CM002239.1.321901.322200",-0.651563733924056,-0.695550669146473,-0.366583016749375,-3.87304955839153,-0.642564081090186
"CM002239.1.322201.322500",-0.656293914202588,-0.429871499666274,-0.287893739580289,-3.87327497768728,-1.14800294386693
"CM002239.1.323401.323700",-0.758046995085179,-0.438252544781748,-0.433222843559154,-3.77047248985577,-0.697440950069993
"CM002239.1.323701.324000",-0.623851789368356,-0.454814062494803,-0.375752723361686,-4.31764613814876,-0.739539568827434
"CM002239.1.325201.325500",-0.898115626877987,-0.770589811645887,-0.361936125827409,-4.12737087868856,-0.435890152516715
"CM002239.1.327601.327900",-0.222388252431171,-0.308111664753561,-0.234417332613259,-3.86085230212066,-0.511243478811952
